,bodyType,color,fuelType,modelDate,numberOfDoors,productionDate,vehicleTransmission,engineDisplacement,enginePower,mileage,Привод,Руль,Владельцы,ПТС,price
136,седан,серебристый,бензин,2000,4,2001,автоматическая,3.0 LTR,231 N12,400000,задний,Левый,3 или более,Оригинал,350000
137,седан,чёрный,дизель,2013,4,2014,автоматическая,2.0 LTR,184 N12,108000,задний,Левый,3 или более,Оригинал,1450000
138,седан,чёрный,бензин,1995,4,1999,механическая,2.5 LTR,170 N12,290000,задний,Левый,3 или более,Оригинал,220000
139,седан,чёрный,бензин,1995,4,2000,автоматическая,2.8 LTR,193 N12,280000,задний,Левый,3 или более,Оригинал,360000
140,седан,серебристый,бензин,1987,4,1992,автоматическая,2.0 LTR,150 N12,340000,задний,Левый,3 или более,Дубликат,180000
141,седан,чёрный,бензин,2000,4,2002,автоматическая,2.5 LTR,192 N12,284637,задний,Левый,3 или более,Оригинал,310000
142,седан,коричневый,бензин,1987,4,1988,механическая,2.5 LTR,170 N12,300000,задний,Левый,3 или более,Оригинал,150000
143,седан,белый,бензин,2013,4,2014,автоматическая,2.0 LTR,245 N12,230000,полный,Левый,1владелец,Оригинал,1600000
144,седан,белый,бензин,2009,4,2010,автоматическая,2.5 LTR,204 N12,184201,задний,Левый,3 или более,Оригинал,1250000
145,седан,белый,дизель,2016,4,2018,автоматическая,3.0 LTR,249 N12,19300,полный,Левый,2владельца,Оригинал,3777000
146,седан,белый,бензин,2007,4,2009,автоматическая,3.0 LTR,218 N12,220000,полный,Левый,3 или более,Оригинал,800000
147,седан,бежевый,бензин,1981,4,1987,механическая,1.8 LTR,105 N12,50000,задний,Левый,2владельца,Оригинал,230000
148,седан,чёрный,дизель,2013,4,2014,автоматическая,2.0 LTR,190 N12,150000,задний,Левый,1владелец,Оригинал,1400000
149,седан,чёрный,бензин,2007,4,2008,автоматическая,2.5 LTR,218 N12,224000,задний,Левый,3 или более,Оригинал,850000
150,седан,чёрный,бензин,2000,4,2001,автоматическая,2.2 LTR,170 N12,255000,задний,Левый,3 или более,Оригинал,417380
151,лифтбек,чёрный,бензин,2009,5,2012,автоматическая,3.0 LTR,306 N12,61500,полный,Левый,3 или более,Оригинал,1650000
152,седан,белый,бензин,2016,4,2018,автоматическая,2.0 LTR,184 N12,45000,задний,Левый,1владелец,Оригинал,2520000
153,седан,чёрный,дизель,2016,4,2019,автоматическая,3.0 LTR,249 N12,9300,полный,Левый,1владелец,Оригинал,4050000
154,седан,серый,бензин,2007,4,2007,автоматическая,2.5 LTR,218 N12,260000,задний,Левый,3 или более,Дубликат,660000
155,седан,синий,бензин,1995,4,1998,механическая,2.0 LTR,150 N12,317800,задний,Левый,3 или более,Оригинал,700000
156,седан,синий,бензин,1995,4,1998,механическая,2.0 LTR,150 N12,336000,задний,Левый,3 или более,Оригинал,250000
157,лифтбек,серебристый,бензин,2009,5,2009,автоматическая,4.4 LTR,407 N12,59000,задний,Левый,1владелец,Оригинал,1300000
158,лифтбек,чёрный,бензин,2009,5,2010,автоматическая,3.0 LTR,306 N12,246000,задний,Левый,3 или более,Оригинал,950000
159,седан,чёрный,бензин,2013,4,2016,автоматическая,2.0 LTR,245 N12,130600,полный,Левый,2владельца,Оригинал,1990000
160,седан,серебристый,дизель,2000,4,2001,автоматическая,2.5 LTR,163 N12,416000,задний,Левый,2владельца,Оригинал,525000
161,седан,чёрный,бензин,1995,4,1998,механическая,3.5 LTR,235 N12,375000,задний,Левый,2владельца,Оригинал,450000
162,седан,чёрный,бензин,2013,4,2015,автоматическая,2.0 LTR,245 N12,77300,полный,Левый,2владельца,Оригинал,1950000
163,седан,белый,дизель,2013,4,2016,автоматическая,2.0 LTR,190 N12,107000,задний,Левый,2владельца,Оригинал,2000000
164,седан,серебристый,дизель,2007,4,2008,автоматическая,2.0 LTR,177 N12,218000,задний,Левый,3 или более,Оригинал,850000
165,седан,чёрный,бензин,2013,4,2014,автоматическая,2.0 LTR,184 N12,146718,задний,Левый,3 или более,Оригинал,1650000
166,седан,серый,дизель,2016,4,2019,автоматическая,3.0 LTR,249 N12,10500,полный,Левый,1владелец,Оригинал,4250000
167,универсал 5 дв.,серый,бензин,1995,5,1997,механическая,2.0 LTR,150 N12,300000,задний,Левый,3 или более,Оригинал,220000
168,седан,зелёный,бензин,1987,4,1989,механическая,2.5 LTR,170 N12,400000,задний,Левый,3 или более,Дубликат,100000
169,седан,серебристый,бензин,1995,4,1999,механическая,2.0 LTR,150 N12,235000,задний,Левый,3 или более,Оригинал,185000
170,седан,серебристый,бензин,1995,4,1999,автоматическая,2.8 LTR,193 N12,320000,задний,Левый,3 или более,Оригинал,320000
171,седан,чёрный,бензин,2013,4,2015,автоматическая,2.0 LTR,184 N12,107500,задний,Левый,3 или более,Оригинал,1650000
172,седан,серебристый,бензин,1987,4,1990,механическая,2.0 LTR,150 N12,405000,задний,Левый,3 или более,Дубликат,125000
173,седан,коричневый,бензин,2009,4,2012,автоматическая,2.0 LTR,184 N12,105000,задний,Левый,3 или более,Оригинал,1250000
