,bodyType,color,fuelType,modelDate,numberOfDoors,productionDate,vehicleTransmission,engineDisplacement,enginePower,mileage,Привод,Руль,Владельцы,ПТС,price
1494,лифтбек,белый,бензин,2017,5,2019,автоматическая,1.6 LTR,110 N12,1801,передний,Левый,1владелец,Оригинал,949000
1495,лифтбек,белый,бензин,2017,5,2018,автоматическая,1.6 LTR,110 N12,49499,передний,Левый,2владельца,Оригинал,765999
1496,лифтбек,серый,бензин,2012,5,2014,роботизированная,1.4 LTR,122 N12,96000,передний,Левый,3 или более,Дубликат,690000
1497,лифтбек,белый,бензин,2012,5,2016,автоматическая,1.6 LTR,110 N12,60000,передний,Левый,1владелец,Оригинал,820000
1498,лифтбек,белый,бензин,2012,5,2016,автоматическая,1.6 LTR,110 N12,66000,передний,Левый,2владельца,Оригинал,650000
1499,лифтбек,чёрный,бензин,2012,5,2014,роботизированная,1.4 LTR,122 N12,123070,передний,Левый,2владельца,Оригинал,617000
1500,лифтбек,белый,бензин,2017,5,2019,автоматическая,1.6 LTR,110 N12,10577,передний,Левый,1владелец,Оригинал,1050000
1501,лифтбек,синий,бензин,2012,5,2015,роботизированная,1.4 LTR,122 N12,75000,передний,Левый,2владельца,Оригинал,760000
1502,лифтбек,белый,бензин,2012,5,2014,механическая,1.2 LTR,75 N12,103000,передний,Левый,3 или более,Оригинал,390000
1503,лифтбек,синий,бензин,2017,5,2019,механическая,1.6 LTR,90 N12,13669,передний,Левый,1владелец,Оригинал,900000
1504,лифтбек,белый,бензин,2012,5,2017,автоматическая,1.6 LTR,110 N12,165000,передний,Левый,1владелец,Оригинал,680000
1505,лифтбек,белый,бензин,2017,5,2018,автоматическая,1.6 LTR,110 N12,49193,передний,Левый,1владелец,Оригинал,835000
1506,лифтбек,белый,бензин,2017,5,2018,автоматическая,1.6 LTR,110 N12,155000,передний,Левый,1владелец,Оригинал,650000
1507,лифтбек,чёрный,бензин,2017,5,2019,автоматическая,1.6 LTR,110 N12,17120,передний,Левый,1владелец,Оригинал,964000
1508,лифтбек,серебристый,бензин,2012,5,2016,механическая,1.6 LTR,90 N12,200000,передний,Левый,1владелец,Оригинал,500000
1509,лифтбек,серебристый,бензин,2012,5,2017,автоматическая,1.6 LTR,110 N12,55000,передний,Левый,1владелец,Оригинал,950000
1510,лифтбек,белый,бензин,2012,5,2017,механическая,1.6 LTR,90 N12,110521,передний,Левый,1владелец,Оригинал,679000
1511,лифтбек,синий,бензин,2017,5,2018,автоматическая,1.6 LTR,110 N12,70000,передний,Левый,1владелец,Оригинал,935000
1512,лифтбек,белый,бензин,2012,5,2015,автоматическая,1.6 LTR,105 N12,214219,передний,Левый,3 или более,Дубликат,480000
1513,лифтбек,белый,бензин,2017,5,2017,механическая,1.6 LTR,90 N12,109000,передний,Левый,2владельца,Оригинал,605000
1514,лифтбек,белый,бензин,2012,5,2017,автоматическая,1.6 LTR,110 N12,190000,передний,Левый,2владельца,Оригинал,540000
1515,лифтбек,белый,бензин,2012,5,2017,автоматическая,1.6 LTR,110 N12,90000,передний,Левый,2владельца,Оригинал,720000
1516,лифтбек,белый,бензин,2017,5,2019,механическая,1.6 LTR,90 N12,65000,передний,Левый,1владелец,Оригинал,750000
